City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket,year,month,day,day_of_week,is_weekend,quarter,aqi_lag_1,aqi_lag_7,aqi_rolling_7d,aqi_rolling_30d
Bengaluru,2015-04-19,17.66,1.85,6.58,5.89,0.48,2.49,81.34,135.0,Moderate,2015,4,19,6,1,2,170.0,122.0,141.57142857142858,129.26666666666668
Bengaluru,2015-04-20,27.46,2.53,7.91,7.1,4.58,5.53,37.22,118.0,Moderate,2015,4,20,0,0,2,135.0,85.0,146.28571428571428,130.16666666666666
Bengaluru,2015-04-21,27.94,3.8,6.45,9.94,6.14,4.43,34.74,127.0,Moderate,2015,4,21,1,0,2,118.0,62.0,155.57142857142858,130.4
Bengaluru,2015-04-22,23.81,4.01,6.21,13.57,0.915,26.42,32.79,47.0,Good,2015,4,22,2,0,2,127.0,177.0,137.0,126.83333333333333
Bengaluru,2015-04-23,23.11,4.16,6.84,14.07,3.65,12.35,15.88,44.0,Good,2015,4,23,3,0,2,47.0,152.0,121.57142857142857,124.33333333333333
Bengaluru,2015-04-24,15.12,4.35,14.96,12.52,1.13,5.12,109.66,67.0,Satisfactory,2015,4,24,4,0,2,44.0,210.0,101.14285714285714,118.83333333333333
Bengaluru,2015-04-25,19.59,4.35,8.42,12.28,3.1,26.92,157.2,44.0,Good,2015,4,25,5,1,2,67.0,170.0,83.14285714285714,115.9
Bengaluru,2015-04-26,69.85,8.6,14.35,19.55,1.22,15.91,123.32,82.0,Satisfactory,2015,4,26,6,1,2,44.0,135.0,75.57142857142857,114.53333333333333
Bengaluru,2015-04-27,24.62,3.77,7.74,11.71,1.26,18.89,65.38,156.0,Moderate,2015,4,27,0,0,2,82.0,118.0,81.0,114.66666666666667
Bengaluru,2015-04-28,32.92,7.12,12.95,18.7,2.31,14.79,57.59,96.0,Satisfactory,2015,4,28,1,0,2,156.0,127.0,76.57142857142857,113.1
Bengaluru,2015-04-29,44.53,7.24,17.71,22.68,1.34,8.34,27.11,72.0,Satisfactory,2015,4,29,2,0,2,96.0,47.0,80.14285714285714,112.83333333333333
Bengaluru,2015-04-30,26.68,3.79,16.69,12.64,0.915,11.54,51.81,117.0,Moderate,2015,4,30,3,0,2,72.0,44.0,90.57142857142857,113.73333333333333
Bengaluru,2015-05-01,39.06,3.45,14.31,12.05,1.59,4.96,26.93,67.0,Satisfactory,2015,5,1,4,0,2,117.0,67.0,90.57142857142857,110.93333333333334
Bengaluru,2015-05-02,50.83,5.74,14.24,14.93,4.44,2.99,16.83,217.0,Poor,2015,5,2,5,1,2,67.0,44.0,115.28571428571429,114.06666666666666
Bengaluru,2015-05-03,62.58,5.03,15.2,10.05,1.32,7.47,17.81,64.0,Satisfactory,2015,5,3,6,1,2,217.0,82.0,112.71428571428571,110.26666666666667
Bengaluru,2015-05-04,45.26,5.21,25.81,15.91,4.17,6.79,21.39,162.0,Moderate,2015,5,4,0,0,2,64.0,156.0,113.57142857142857,112.3
Bengaluru,2015-05-05,40.37,9.03,20.7,13.3,0.0,8.6,36.56,75.0,Satisfactory,2015,5,5,1,0,2,162.0,96.0,110.57142857142857,109.46666666666667
Bengaluru,2015-05-06,43.21,8.24,17.15,10.79,28.28,11.77,80.02,141.0,Moderate,2015,5,6,2,0,2,75.0,72.0,120.42857142857143,111.8
Bengaluru,2015-05-07,41.53,5.74,20.41,14.16,0.5,4.67,31.73,70.0,Satisfactory,2015,5,7,3,0,2,141.0,117.0,113.71428571428571,111.6
Bengaluru,2015-05-08,27.85,5.82,17.29,11.04,4.82,7.18,88.24,142.0,Moderate,2015,5,8,4,0,2,70.0,67.0,124.42857142857143,111.23333333333333
Bengaluru,2015-05-09,36.83,4.6,24.35,13.81,23.56,6.64,39.61,140.0,Moderate,2015,5,9,5,1,2,142.0,217.0,113.42857142857143,113.23333333333333
Bengaluru,2015-05-10,40.81,6.5,29.77,14.91,2.57,3.46,32.11,71.0,Satisfactory,2015,5,10,6,1,2,140.0,64.0,114.42857142857143,111.3
Bengaluru,2015-05-11,36.11,6.97,29.38,17.29,0.3,11.84,14.0,66.0,Satisfactory,2015,5,11,0,0,2,71.0,162.0,100.71428571428571,109.93333333333334
Bengaluru,2015-05-12,28.76,8.95,29.1,18.34,0.915,2.96,15.17,56.0,Satisfactory,2015,5,12,1,0,2,66.0,75.0,98.0,107.73333333333333
Bengaluru,2015-05-13,40.74,8.61,32.27,20.96,0.0,2.77,7.96,45.0,Good,2015,5,13,2,0,2,56.0,141.0,84.28571428571429,106.4
Bengaluru,2015-05-14,23.77,6.77,33.12,20.16,1.19,2.83,12.14,61.0,Satisfactory,2015,5,14,3,0,2,45.0,70.0,83.0,106.36666666666666
Bengaluru,2015-05-15,17.34,5.26,22.13,14.1,2.06,3.08,12.14,70.0,Satisfactory,2015,5,15,4,0,2,61.0,142.0,72.71428571428571,102.8
Bengaluru,2015-05-16,30.45,5.23,32.24,18.53,1.19,3.9,8.48,59.0,Satisfactory,2015,5,16,5,1,2,70.0,140.0,61.142857142857146,99.7
Bengaluru,2015-05-17,15.8,5.08,22.62,11.25,12.23,5.8,21.44,125.0,Moderate,2015,5,17,6,1,2,59.0,71.0,68.85714285714286,96.86666666666666
Bengaluru,2015-05-18,20.12,6.65,22.49,13.5,12.77,5.83,32.76,106.0,Moderate,2015,5,18,0,0,2,125.0,66.0,74.57142857142857,94.73333333333333
Bengaluru,2015-05-19,25.27,10.97,31.22,20.24,1.14,3.92,37.13,84.0,Satisfactory,2015,5,19,1,0,2,106.0,56.0,78.57142857142857,93.03333333333333
Bengaluru,2015-05-20,26.7,4.76,32.48,16.97,1.26,4.24,36.42,57.0,Satisfactory,2015,5,20,2,0,2,84.0,45.0,80.28571428571429,91.0
Bengaluru,2015-05-21,27.84,6.01,17.97,9.15,1.21,4.38,25.96,56.0,Satisfactory,2015,5,21,3,0,2,57.0,61.0,79.57142857142857,88.63333333333334
Bengaluru,2015-05-22,29.52,5.09,17.88,8.93,10.68,4.89,28.02,140.0,Moderate,2015,5,22,4,0,2,56.0,70.0,89.57142857142857,91.73333333333333
Bengaluru,2015-05-23,27.97,6.23,23.45,13.42,17.21,12.38,22.59,156.0,Moderate,2015,5,23,5,1,2,140.0,59.0,103.42857142857143,95.46666666666667
Bengaluru,2015-05-24,28.17,4.91,17.13,10.15,9.13,3.98,23.52,156.0,Moderate,2015,5,24,6,1,2,156.0,125.0,107.85714285714286,98.43333333333334
Bengaluru,2015-05-25,27.71,4.01,18.69,10.4,4.19,4.81,21.85,111.0,Moderate,2015,5,25,0,0,2,156.0,106.0,108.57142857142857,100.66666666666667
Bengaluru,2015-05-26,28.01,2.74,12.85,9.33,4.21,3.92,23.36,158.0,Moderate,2015,5,26,1,0,2,111.0,84.0,119.14285714285714,103.2
Bengaluru,2015-05-27,31.7,2.97,11.83,9.27,4.79,4.02,27.83,93.0,Satisfactory,2015,5,27,2,0,2,158.0,57.0,124.28571428571429,101.1
Bengaluru,2015-05-28,48.08,12.38,41.16,23.43,1.22,0.96,42.06,97.0,Satisfactory,2015,5,28,3,0,2,93.0,56.0,130.14285714285714,101.13333333333334
Bengaluru,2015-05-29,30.77,6.31,22.5,13.99,1.4,0.92,31.65,94.0,Satisfactory,2015,5,29,4,0,2,97.0,140.0,123.57142857142857,101.86666666666666
Bengaluru,2015-05-30,26.15,0.95,14.82,10.67,4.52,7.13,54.35,147.0,Moderate,2015,5,30,5,1,2,94.0,156.0,122.28571428571429,102.86666666666666
Bengaluru,2015-05-31,40.71,0.75,6.62,5.01,2.84,4.24,22.32,100.0,Satisfactory,2015,5,31,6,1,2,147.0,156.0,114.28571428571429,103.96666666666667
Bengaluru,2015-06-01,23.69,1.65,14.12,7.77,1.7,6.9,68.17,101.0,Moderate,2015,6,1,0,0,2,100.0,111.0,112.85714285714286,100.1
Bengaluru,2015-06-02,23.95,0.46,9.28,3.25,1.77,7.93,54.65,84.0,Satisfactory,2015,6,2,1,0,2,101.0,158.0,102.28571428571429,100.76666666666667
Bengaluru,2015-06-03,21.51,1.59,19.98,9.87,1.52,4.44,46.8,84.0,Satisfactory,2015,6,3,2,0,2,84.0,93.0,101.0,98.16666666666667
Bengaluru,2015-06-04,25.56,1.14,6.39,7.52,1.4,4.47,29.64,74.0,Satisfactory,2015,6,4,3,0,2,84.0,97.0,97.71428571428571,98.13333333333334
Bengaluru,2015-06-05,22.41,2.59,14.61,19.41,5.65,5.85,27.39,130.0,Moderate,2015,6,5,4,0,2,74.0,94.0,102.85714285714286,97.76666666666667
Bengaluru,2015-06-06,16.02,4.7,30.73,36.51,1.78,11.64,20.75,74.0,Satisfactory,2015,6,6,5,1,2,130.0,147.0,92.42857142857143,97.9
Bengaluru,2015-06-07,12.69,4.38,25.18,27.39,4.45,4.22,19.63,74.0,Satisfactory,2015,6,7,6,1,2,74.0,100.0,88.71428571428571,95.63333333333334
Bengaluru,2015-06-08,13.29,4.82,22.65,13.65,3.93,17.45,17.13,162.0,Moderate,2015,6,8,0,0,2,74.0,101.0,97.42857142857143,96.36666666666666
Bengaluru,2015-06-09,12.11,6.72,20.8,13.22,1.4,15.06,20.96,55.0,Satisfactory,2015,6,9,1,0,2,162.0,84.0,93.28571428571429,95.83333333333333
Bengaluru,2015-06-10,13.66,3.61,22.16,11.83,1.96,6.09,24.49,72.0,Satisfactory,2015,6,10,2,0,2,55.0,84.0,91.57142857142857,96.03333333333333
Bengaluru,2015-06-11,14.56,3.34,17.32,8.95,1.54,11.59,15.75,66.0,Satisfactory,2015,6,11,3,0,2,72.0,74.0,90.42857142857143,96.36666666666666
Bengaluru,2015-06-12,14.76,3.2,13.35,7.08,1.89,10.35,20.52,81.0,Satisfactory,2015,6,12,4,0,2,66.0,130.0,83.42857142857143,97.56666666666666
Bengaluru,2015-06-13,12.29,2.53,10.75,4.86,3.21,15.0,19.08,94.0,Satisfactory,2015,6,13,5,1,2,81.0,74.0,86.28571428571429,98.66666666666667
Bengaluru,2015-06-14,11.72,1.76,9.61,4.7,2.36,1.96,20.38,128.0,Moderate,2015,6,14,6,1,2,94.0,74.0,94.0,100.6
Bengaluru,2015-06-15,15.7,6.3,13.12,10.43,1.56,5.04,34.42,86.0,Satisfactory,2015,6,15,0,0,2,128.0,162.0,83.14285714285714,101.5
Bengaluru,2015-06-16,22.94,2.88,10.09,5.6,3.74,1.58,13.24,136.0,Moderate,2015,6,16,1,0,2,86.0,55.0,94.71428571428571,101.86666666666666
Bengaluru,2015-06-17,19.54,2.19,11.09,5.01,2.0,4.12,13.5,67.0,Satisfactory,2015,6,17,2,0,2,136.0,72.0,94.0,100.56666666666666
Bengaluru,2015-06-18,22.68,2.8,18.7,9.83,1.3,1.35,16.42,45.0,Good,2015,6,18,3,0,2,67.0,66.0,91.0,99.26666666666667
Bengaluru,2015-06-19,21.86,3.91,19.0,11.85,1.54,4.34,11.12,70.0,Satisfactory,2015,6,19,4,0,2,45.0,81.0,89.42857142857143,99.7
Bengaluru,2015-06-20,18.74,3.9,14.48,9.69,2.89,1.95,8.62,93.0,Satisfactory,2015,6,20,5,1,2,70.0,94.0,89.28571428571429,100.93333333333334
Bengaluru,2015-06-21,18.81,3.01,15.95,8.19,3.84,2.02,10.31,166.0,Moderate,2015,6,21,6,1,2,93.0,128.0,94.71428571428571,101.8
Bengaluru,2015-06-22,15.11,2.78,16.04,11.71,4.29,5.53,10.68,183.0,Moderate,2015,6,22,0,0,2,166.0,86.0,108.57142857142857,102.7
Bengaluru,2015-06-23,17.47,1.74,7.27,4.01,2.08,7.51,10.97,107.0,Moderate,2015,6,23,1,0,2,183.0,136.0,104.42857142857143,101.06666666666666
Bengaluru,2015-06-24,15.92,0.89,5.61,1.82,5.48,5.41,21.62,140.0,Moderate,2015,6,24,2,0,2,107.0,67.0,114.85714285714286,102.03333333333333
Bengaluru,2015-06-25,13.58,2.0,5.38,3.37,2.83,5.49,11.83,107.0,Moderate,2015,6,25,3,0,2,140.0,45.0,123.71428571428571,100.33333333333333
Bengaluru,2015-06-26,14.52,1.14,6.1,3.71,1.75,4.41,13.27,70.0,Satisfactory,2015,6,26,4,0,2,107.0,70.0,123.71428571428571,99.56666666666666
Bengaluru,2015-06-27,27.25,0.86,5.23,2.93,15.98,10.62,15.2,165.0,Moderate,2015,6,27,5,1,2,70.0,93.0,134.0,101.83333333333333
Bengaluru,2015-06-28,20.99,0.72,4.38,1.91,2.03,2.53,15.42,160.0,Moderate,2015,6,28,6,1,2,165.0,166.0,133.14285714285714,104.03333333333333
Bengaluru,2015-06-29,22.26,1.23,7.02,3.74,5.28,7.62,10.29,209.0,Poor,2015,6,29,0,0,2,160.0,183.0,136.85714285714286,106.1
Bengaluru,2015-06-30,23.51,2.75,8.39,5.43,5.01,5.94,6.61,166.0,Moderate,2015,6,30,1,0,2,209.0,107.0,145.28571428571428,108.3
Bengaluru,2015-07-01,19.76,1.24,6.34,3.24,6.96,6.28,6.45,187.0,Moderate,2015,7,1,2,0,3,166.0,140.0,152.0,111.16666666666667
Bengaluru,2015-07-02,20.24,2.26,11.59,6.83,2.58,5.12,11.01,162.0,Moderate,2015,7,2,3,0,3,187.0,107.0,159.85714285714286,113.76666666666667
Bengaluru,2015-07-03,17.28,1.07,5.11,2.7,7.52,3.69,8.37,185.0,Moderate,2015,7,3,4,0,3,162.0,70.0,176.28571428571428,117.13333333333334
Bengaluru,2015-07-04,21.52,1.0,5.99,2.9,15.9,2.76,9.72,141.0,Moderate,2015,7,4,5,1,3,185.0,165.0,172.85714285714286,119.36666666666666
Bengaluru,2015-07-05,19.43,1.13,7.66,4.66,20.81,2.29,7.89,225.0,Poor,2015,7,5,6,1,3,141.0,160.0,182.14285714285714,122.53333333333333
Bengaluru,2015-07-06,19.27,2.21,8.79,6.36,26.99,2.54,8.96,309.0,Very Poor,2015,7,6,0,0,3,225.0,209.0,196.42857142857142,130.36666666666667
Bengaluru,2015-07-07,23.27,1.73,7.83,7.62,2.86,3.36,9.3,136.0,Moderate,2015,7,7,1,0,3,309.0,166.0,192.14285714285714,132.43333333333334
Bengaluru,2015-07-08,18.63,2.96,8.71,6.88,7.24,6.25,7.27,139.0,Moderate,2015,7,8,2,0,3,136.0,187.0,185.28571428571428,131.66666666666666
Bengaluru,2015-07-09,14.52,5.93,10.04,8.43,3.42,3.89,7.56,161.0,Moderate,2015,7,9,3,0,3,139.0,162.0,185.14285714285714,135.2
Bengaluru,2015-07-10,12.84,7.5,10.1,9.4,15.1,3.25,5.4,160.0,Moderate,2015,7,10,4,0,3,161.0,185.0,181.57142857142858,138.13333333333333
Bengaluru,2015-07-11,19.08,6.5,10.66,9.34,2.42,2.39,5.06,127.0,Moderate,2015,7,11,5,1,3,160.0,141.0,179.57142857142858,140.16666666666666
Bengaluru,2015-07-12,23.45,5.88,9.83,8.64,2.11,1.86,9.66,71.0,Satisfactory,2015,7,12,6,1,3,127.0,225.0,157.57142857142858,139.83333333333334
Bengaluru,2015-07-13,25.62,5.21,12.22,9.75,27.06,2.84,10.42,246.0,Poor,2015,7,13,0,0,3,71.0,309.0,148.57142857142858,144.9
Bengaluru,2015-07-14,27.03,4.42,11.7,9.3,10.62,2.78,7.82,250.0,Poor,2015,7,14,1,0,3,246.0,136.0,164.85714285714286,148.96666666666667
Bengaluru,2015-07-15,24.09,5.64,17.43,12.1,9.91,4.49,5.49,176.0,Moderate,2015,7,15,2,0,3,250.0,139.0,170.14285714285714,151.96666666666667
Bengaluru,2015-07-16,23.17,4.97,15.73,11.27,3.56,2.98,8.06,176.0,Moderate,2015,7,16,3,0,3,176.0,161.0,172.28571428571428,153.3
Bengaluru,2015-07-17,26.84,6.18,10.76,9.67,1.62,3.46,8.48,55.0,Satisfactory,2015,7,17,4,0,3,176.0,160.0,157.28571428571428,152.9
Bengaluru,2015-07-18,19.24,3.78,8.46,7.12,18.69,3.98,10.27,156.0,Moderate,2015,7,18,5,1,3,55.0,127.0,161.42857142857142,156.6
Bengaluru,2015-07-19,14.46,3.76,7.65,6.72,12.18,1.66,9.43,195.0,Moderate,2015,7,19,6,1,3,156.0,71.0,179.14285714285714,160.76666666666668
Bengaluru,2015-07-20,14.3,5.1,10.26,8.78,9.82,2.39,8.67,197.0,Moderate,2015,7,20,0,0,3,195.0,246.0,172.14285714285714,164.23333333333332
Bengaluru,2015-07-21,19.29,4.45,11.45,8.94,9.35,1.72,3.62,223.0,Poor,2015,7,21,1,0,3,197.0,250.0,168.28571428571428,166.13333333333333
Bengaluru,2015-07-22,21.39,4.14,9.91,8.06,16.7,2.39,3.54,182.0,Moderate,2015,7,22,2,0,3,223.0,176.0,169.14285714285714,166.1
Bengaluru,2015-07-23,45.86,5.98,11.26,9.75,9.44,3.29,5.13,245.0,Poor,2015,7,23,3,0,3,182.0,176.0,179.0,170.7
Bengaluru,2015-07-24,18.38,3.82,9.48,7.7,16.46,10.54,6.49,268.0,Poor,2015,7,24,4,0,3,245.0,55.0,209.42857142857142,174.96666666666667
Bengaluru,2015-07-25,24.44,4.63,10.0,8.6,2.89,15.96,9.61,51.0,Satisfactory,2015,7,25,5,1,3,268.0,156.0,194.42857142857142,173.1
Bengaluru,2015-07-26,25.14,3.59,11.03,7.88,2.42,2.54,8.9,49.0,Good,2015,7,26,6,1,3,51.0,195.0,173.57142857142858,172.4
Bengaluru,2015-07-27,13.85,5.69,8.83,8.32,14.36,3.82,8.78,157.0,Moderate,2015,7,27,0,0,3,49.0,197.0,167.85714285714286,172.13333333333333
Bengaluru,2015-07-28,16.63,3.66,10.76,8.08,12.51,5.27,7.16,128.0,Moderate,2015,7,28,1,0,3,157.0,223.0,154.28571428571428,171.06666666666666
Bengaluru,2015-07-29,19.04,3.67,12.67,9.08,1.5,4.9,5.82,66.0,Satisfactory,2015,7,29,2,0,3,128.0,182.0,137.71428571428572,166.3
Bengaluru,2015-07-30,24.43,4.59,11.52,7.93,1.86,3.15,5.42,105.0,Moderate,2015,7,30,3,0,3,66.0,245.0,117.71428571428571,164.26666666666668
Bengaluru,2015-07-31,19.16,5.08,10.27,7.61,1.09,3.35,3.53,49.0,Good,2015,7,31,4,0,3,105.0,268.0,86.42857142857143,159.66666666666666
Bengaluru,2015-08-01,18.18,4.06,20.21,11.77,9.97,2.43,3.38,97.0,Satisfactory,2015,8,1,5,1,3,49.0,51.0,93.0,157.5
Bengaluru,2015-08-02,15.52,3.48,9.54,6.15,37.73,1.86,4.83,257.0,Poor,2015,8,2,6,1,3,97.0,49.0,122.71428571428571,159.9
Bengaluru,2015-08-03,18.67,5.9,11.41,8.58,25.13,2.13,5.74,139.0,Moderate,2015,8,3,0,0,3,257.0,157.0,120.14285714285714,159.83333333333334
Bengaluru,2015-08-04,15.85,5.74,10.66,8.17,9.92,2.6,5.24,95.0,Satisfactory,2015,8,4,1,0,3,139.0,128.0,115.42857142857143,155.5
Bengaluru,2015-08-05,18.26,4.56,11.85,8.03,48.07,2.4,3.0,106.0,Moderate,2015,8,5,2,0,3,95.0,66.0,121.14285714285714,148.73333333333332
Bengaluru,2015-08-06,17.94,6.02,18.38,13.03,3.15,5.94,7.21,89.0,Satisfactory,2015,8,6,3,0,3,106.0,105.0,118.85714285714286,147.16666666666666
Bengaluru,2015-08-07,21.86,3.06,10.02,6.18,1.16,3.79,3.29,44.0,Good,2015,8,7,4,0,3,89.0,49.0,118.14285714285714,144.0
Bengaluru,2015-08-08,46.86,2.62,8.46,5.62,20.25,3.78,3.98,97.0,Satisfactory,2015,8,8,5,1,3,44.0,97.0,118.14285714285714,141.86666666666667
Bengaluru,2015-08-09,54.42,1.56,7.32,5.27,8.78,2.1,4.73,187.0,Moderate,2015,8,9,6,1,3,97.0,257.0,108.14285714285714,142.76666666666668
Bengaluru,2015-08-10,21.02,3.65,8.21,6.26,1.82,5.16,6.23,83.0,Satisfactory,2015,8,10,0,0,3,187.0,139.0,100.14285714285714,141.3
Bengaluru,2015-08-11,21.1,2.56,7.98,5.34,29.0,2.96,9.86,129.0,Moderate,2015,8,11,1,0,3,83.0,95.0,105.0,143.23333333333332
Bengaluru,2015-08-12,16.64,3.45,7.44,5.58,29.16,7.22,6.76,128.0,Moderate,2015,8,12,2,0,3,129.0,106.0,108.14285714285714,139.3
Bengaluru,2015-08-13,14.99,4.81,6.61,6.6,34.69,2.51,6.11,217.0,Poor,2015,8,13,3,0,3,128.0,89.0,126.42857142857143,138.2
Bengaluru,2015-08-14,20.21,4.54,14.73,12.48,35.05,6.15,5.86,277.0,Poor,2015,8,14,4,0,3,217.0,44.0,159.71428571428572,141.56666666666666
Bengaluru,2015-08-15,18.04,1.93,13.63,9.32,16.67,2.49,10.04,176.0,Moderate,2015,8,15,5,1,3,277.0,97.0,171.0,141.56666666666666
Bengaluru,2015-08-16,20.8,5.06,17.39,10.93,9.03,1.32,7.48,206.0,Poor,2015,8,16,6,1,3,176.0,187.0,173.71428571428572,146.6
Bengaluru,2015-08-17,15.35,6.56,19.5,13.98,14.55,2.98,5.93,238.0,Poor,2015,8,17,0,0,3,206.0,83.0,195.85714285714286,149.33333333333334
Bengaluru,2015-08-18,27.31,4.58,19.73,12.9,21.83,2.85,3.75,229.0,Poor,2015,8,18,1,0,3,238.0,129.0,210.14285714285714,150.46666666666667
Bengaluru,2015-08-19,32.13,9.89,17.92,15.33,9.91,7.14,4.3,236.0,Poor,2015,8,19,2,0,3,229.0,128.0,225.57142857142858,151.76666666666668
Bengaluru,2015-08-20,23.26,7.05,34.35,21.46,1.31,3.73,3.41,92.0,Satisfactory,2015,8,20,3,0,3,236.0,217.0,207.71428571428572,147.4
Bengaluru,2015-08-21,17.9,3.31,17.51,11.02,11.68,6.56,3.44,100.0,Satisfactory,2015,8,21,4,0,3,92.0,277.0,182.42857142857142,144.66666666666666
Bengaluru,2015-08-22,10.99,2.95,15.97,9.93,1.14,1.07,3.35,97.0,Satisfactory,2015,8,22,5,1,3,100.0,176.0,171.14285714285714,139.73333333333332
Bengaluru,2015-08-23,12.9,2.79,11.64,7.72,26.54,0.91,3.86,59.0,Satisfactory,2015,8,23,6,1,3,97.0,206.0,150.14285714285714,132.76666666666668
Bengaluru,2015-08-24,22.29,4.0,15.11,10.24,1.16,1.0,4.72,96.0,Satisfactory,2015,8,24,0,0,3,59.0,238.0,129.85714285714286,134.26666666666668
Bengaluru,2015-08-25,20.06,5.0,16.49,13.5,4.29,4.38,6.26,123.0,Moderate,2015,8,25,1,0,3,96.0,229.0,114.71428571428571,136.73333333333332
Bengaluru,2015-08-26,17.38,4.23,12.18,12.33,1.43,1.1,7.65,77.0,Satisfactory,2015,8,26,2,0,3,123.0,236.0,92.0,134.06666666666666
Bengaluru,2015-08-27,14.67,6.76,20.81,14.62,2.4,1.13,4.84,57.0,Satisfactory,2015,8,27,3,0,3,77.0,92.0,87.0,131.7
Bengaluru,2015-08-28,18.96,3.22,21.16,12.18,1.96,1.42,4.19,63.0,Satisfactory,2015,8,28,4,0,3,57.0,100.0,81.71428571428571,131.6
Bengaluru,2015-08-29,20.56,4.26,13.86,9.92,9.97,2.56,12.64,174.0,Moderate,2015,8,29,5,1,3,63.0,97.0,92.71428571428571,133.9
Bengaluru,2015-08-30,17.27,1.37,5.53,3.77,2.76,0.73,12.65,121.0,Moderate,2015,8,30,6,1,3,174.0,59.0,101.57142857142857,136.3
Bengaluru,2015-08-31,23.42,2.6,6.47,5.25,5.77,1.24,17.22,92.0,Satisfactory,2015,8,31,0,0,3,121.0,96.0,101.0,136.13333333333333
Bengaluru,2015-09-01,24.9,2.58,7.25,5.57,5.26,1.67,13.62,81.0,Satisfactory,2015,9,1,1,0,3,92.0,123.0,95.0,130.26666666666668
Bengaluru,2015-09-02,23.54,1.75,9.49,6.09,1.19,2.18,11.57,43.0,Good,2015,9,2,2,0,3,81.0,77.0,90.14285714285714,127.06666666666666
Bengaluru,2015-09-03,24.49,2.5,12.59,8.41,1.42,2.49,14.5,52.0,Satisfactory,2015,9,3,3,0,3,43.0,57.0,89.42857142857143,125.63333333333334
Bengaluru,2015-09-04,26.16,3.72,15.89,10.97,1.76,2.12,10.98,72.0,Satisfactory,2015,9,4,4,0,3,52.0,63.0,90.71428571428571,124.5
Bengaluru,2015-09-05,27.38,6.79,17.6,14.32,1.47,2.63,38.49,73.0,Satisfactory,2015,9,5,5,1,3,72.0,174.0,76.28571428571429,123.96666666666667
Bengaluru,2015-09-06,18.38,2.41,11.7,7.72,22.81,1.35,30.46,208.0,Poor,2015,9,6,6,1,3,73.0,121.0,88.71428571428571,129.43333333333334
Bengaluru,2015-09-07,16.34,4.12,12.0,9.25,9.83,3.08,21.21,179.0,Moderate,2015,9,7,0,0,3,208.0,92.0,101.14285714285714,132.16666666666666
Bengaluru,2015-09-08,22.47,6.9,10.95,10.3,1.78,5.6,12.62,93.0,Satisfactory,2015,9,8,1,0,3,179.0,81.0,102.85714285714286,129.03333333333333
Bengaluru,2015-09-09,29.6,6.75,11.14,10.91,13.22,7.0,5.34,60.0,Satisfactory,2015,9,9,2,0,3,93.0,43.0,105.28571428571429,128.26666666666668
Bengaluru,2015-09-10,15.21,6.53,12.29,11.26,1.2,3.26,5.01,65.0,Satisfactory,2015,9,10,3,0,3,60.0,52.0,107.14285714285714,126.13333333333334
Bengaluru,2015-09-11,18.09,5.32,13.42,10.92,3.19,2.85,5.48,60.0,Satisfactory,2015,9,11,4,0,3,65.0,72.0,105.42857142857143,123.86666666666666
Bengaluru,2015-09-12,16.68,4.77,13.1,10.22,22.32,2.42,17.12,167.0,Moderate,2015,9,12,5,1,3,60.0,73.0,118.85714285714286,122.2
Bengaluru,2015-09-13,12.24,2.59,11.85,7.95,19.24,2.08,13.22,141.0,Moderate,2015,9,13,6,1,3,167.0,208.0,109.28571428571429,117.66666666666667
Bengaluru,2015-09-14,14.99,5.5,12.44,10.43,18.85,2.19,12.68,175.0,Moderate,2015,9,14,0,0,3,141.0,179.0,108.71428571428571,117.63333333333334
Bengaluru,2015-09-15,11.75,3.39,11.66,8.49,1.06,2.54,5.72,41.0,Good,2015,9,15,1,0,3,175.0,93.0,101.28571428571429,112.13333333333334
Bengaluru,2015-09-16,11.47,3.26,12.06,8.6,18.66,2.26,14.33,81.0,Satisfactory,2015,9,16,2,0,3,41.0,60.0,104.28571428571429,106.9
Bengaluru,2015-09-17,10.93,2.64,9.78,6.94,1.7,1.92,10.45,52.0,Satisfactory,2015,9,17,3,0,3,81.0,65.0,102.42857142857143,101.0
Bengaluru,2015-09-18,13.18,2.99,8.71,7.78,1.01,2.34,21.33,31.0,Good,2015,9,18,4,0,3,52.0,60.0,98.28571428571429,94.16666666666667
Bengaluru,2015-09-19,13.47,3.25,8.98,8.24,8.24,2.85,10.94,144.0,Moderate,2015,9,19,5,1,3,31.0,167.0,95.0,95.9
Bengaluru,2015-09-20,7.32,3.3,9.42,8.69,1.27,1.74,11.51,64.0,Satisfactory,2015,9,20,6,1,3,144.0,141.0,84.0,94.7
Bengaluru,2015-09-21,16.51,3.86,15.32,12.75,2.15,3.01,15.34,51.0,Satisfactory,2015,9,21,0,0,3,64.0,175.0,66.28571428571429,93.16666666666667
Bengaluru,2015-09-22,28.38,6.09,22.83,18.49,2.21,2.97,20.63,82.0,Satisfactory,2015,9,22,1,0,3,51.0,41.0,72.14285714285714,93.93333333333334
Bengaluru,2015-09-23,27.74,3.53,27.93,19.01,2.13,2.32,21.96,85.0,Satisfactory,2015,9,23,2,0,3,82.0,81.0,72.71428571428571,93.56666666666666
Bengaluru,2015-09-24,29.1,3.31,22.47,15.65,2.39,2.37,16.37,89.0,Satisfactory,2015,9,24,3,0,3,85.0,52.0,78.0,92.43333333333334
Bengaluru,2015-09-25,17.48,3.62,21.03,13.71,3.05,2.47,49.22,139.0,Moderate,2015,9,25,4,0,3,89.0,31.0,93.42857142857143,94.5
